".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"2685","Menomin",0,NA,NA,NA,NA,44.883889,-91.928889,2685,NA,NA,104,NA,1,NA,21,1,12,NA,3,NA,9,NA,NA,1,NA,NA,NA,NA,1,26,35,NA,NA,14,NA,NA,57,NA,NA,2,21,1,6,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14405","Houck Pond",NA,-59,NA,NA,1,38.74185,-96.28077,14405,NA,NA,94,NA,4,26,NA,3,25,52,37,NA,12,NA,10,NA,1,NA,NA,NA,NA,33,16,NA,3,81,NA,NA,88,NA,NA,5,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,2,1,NA,4,NA,NA,NA,14,NA,21,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14412","Flint Oak Pond",NA,-59,NA,NA,1,37.518515,-96.043715,14412,NA,NA,143,NA,2,12,1,6,14,24,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,61,7,NA,NA,7,NA,NA,86,NA,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14421","Shin Bone Lake",NA,-35,NA,NA,1,47.860095,-98.701195,14421,NA,NA,56,NA,72,3,10,NA,72,5,63,NA,1,NA,NA,NA,NA,NA,NA,NA,2,58,74,NA,NA,95,NA,NA,17,NA,NA,3,6,1,1,4,5.5,NA,7,10,NA,1,NA,1,NA,NA,NA,1,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19946","Duck",NA,-60,NA,NA,1,44.217615,-93.81586,19946,NA,9,64,NA,6,3,2,3,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,23.5,7,NA,28,NA,1,13,NA,NA,2,2,NA,NA,NA,NA,NA,11,NA,NA,NA,3,1,NA,5,NA,1,2,2,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19952","Kilby",NA,-60,NA,NA,1,43.803695,-89.35409,19952,NA,1,46,NA,1,2,6,4,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,57,95,NA,NA,26,NA,2,69,NA,NA,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26357","Cattle Tank 4",NA,-62,NA,NA,1,41.94247,-100.472814,26357,NA,NA,33,NA,1,20,NA,NA,200,3,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,140,13,3,1,13,NA,NA,4,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26365","College Pond",NA,-62,NA,NA,1,37.09027,-101.913255,26365,NA,NA,12,NA,6,34,NA,NA,239,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,30,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,16,NA,NA,6,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"71","Site 1 (Swain unpublished)",0,NA,NA,NA,NA,45.2,-91.28,71,NA,NA,67,NA,3,NA,33,4,9,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,2,4,77,NA,NA,18,NA,NA,60,NA,NA,2,14,NA,4,NA,NA,NA,NA,4,1,NA,7,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"640","Site 61 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,31.82,-91.2,640,NA,NA,7,1,NA,4,NA,9,NA,1,9,NA,9,3,1,NA,NA,12,NA,NA,13,5,197,NA,NA,26,NA,NA,55,NA,2,2,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"650","Site 71 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,29.78,-91.53,650,8,NA,12,NA,NA,73,NA,2,2,86,4,NA,16,24,7,NA,NA,43,2,NA,7,8,1,NA,NA,53,NA,NA,87,NA,NA,17,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"937","Lake Bloomington",0,NA,NA,NA,NA,40.65,-88.93,937,NA,NA,62,3,NA,NA,1,9,9,NA,1,1,2,NA,NA,9,NA,NA,NA,NA,1,13,31,4,NA,49,NA,NA,91,NA,NA,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1293","JHMN10 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.616667,-113.016667,1293,NA,NA,1,NA,53,NA,1,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,206,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,10,9,NA,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1297","JHMN14 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.75,-111.916667,1297,NA,NA,NA,NA,35,5,5,NA,27,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,176,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,4,12,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1303","JHMN20 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.95,-110.983333,1303,NA,NA,2,6,76,18,2,NA,92,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,112,NA,NA,33,NA,1,NA,NA,NA,NA,NA,1,8,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1307","JHMN24 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.9,-109.866667,1307,NA,NA,1,NA,27,NA,2,NA,91,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,64,NA,NA,103,NA,NA,1,NA,NA,1,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1333","JHMS13 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,43.8,-108.116667,1333,NA,NA,1,NA,57,6,NA,NA,100,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1529","Site 4 (Heide unpublished)",0,NA,NA,NA,NA,45.27,-93.88,1529,NA,NA,79,NA,9,6,20,NA,20,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,28,NA,NA,41,NA,NA,127,NA,NA,8,36,NA,8,NA,3,NA,NA,NA,NA,NA,8,14,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2055","Site 1 (Baker unpublished)",0,NA,NA,NA,NA,40.67,-101.5,2055,NA,NA,9,NA,19,2,NA,NA,246,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,46,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2739","Raemisch Farm Pond",0,NA,NA,NA,NA,43,-90,2739,NA,NA,79,NA,1,1,12,4,4,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2,5,2,NA,NA,59,NA,NA,121,NA,NA,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14142","LAK Reservoir",NA,-54,NA,NA,1,43.82916,-104.10884,14142,NA,NA,5,2,39,7,NA,NA,35,81,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,206.5,NA,NA,29,NA,NA,2,NA,NA,7,NA,NA,NA,NA,2,NA,1.5,13,1,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14174","Horsethief Lake",NA,-34,NA,NA,1,43.893085,-103.481505,14174,NA,NA,9,1,51,9,54,NA,39,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,507,1,NA,53,NA,23,31,NA,NA,1,2.5,NA,NA,1,7.5,3,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,1,NA,8,NA,NA,6,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14253","Lake George",NA,-35,NA,NA,1,46.74527,-99.49867,14253,NA,NA,76,NA,161,6,4,NA,99,2,29,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,84,53,NA,NA,65,NA,NA,13,NA,NA,2,4,NA,1,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,2,NA,5,NA,NA,2,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14453","Lake Albert",NA,-35,NA,NA,1,44.53035,-97.15475,14453,NA,NA,115,NA,12,6,2,NA,118,8,42,NA,1,NA,NA,1,NA,NA,NA,NA,1,35,34.5,NA,NA,36,NA,NA,19,NA,NA,8,7,NA,NA,12,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,6,NA,5,NA,NA,1,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19951","Goose",NA,-60,NA,NA,1,44.383135,-96.044625,19951,NA,NA,173,NA,8,3,NA,1,26,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,143,21,3,NA,42,NA,NA,13,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19960","Emery",NA,-60,NA,NA,1,43.78819,-89.45046,19960,1,NA,16,NA,NA,1,2,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,81,97.5,NA,NA,19,NA,1,74,NA,NA,7,5,NA,2,1,3,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26325","Hodgeman County Fishing Lake",NA,-62,NA,NA,1,38.04624,-99.828015,26325,NA,NA,12,NA,NA,19,NA,NA,400,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,4,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26363","Sticker Melon Pond",NA,-62,NA,NA,1,37.087215,-102.00317,26363,NA,NA,7,NA,7,19,NA,1,233,3,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,69,13,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,5,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26377","Dead Indian Lake",NA,-62,NA,NA,1,35.74902,-99.718865,26377,NA,NA,17,NA,9,5,NA,2,24,13,1,NA,NA,NA,2,12,NA,NA,NA,NA,NA,42,12,NA,NA,2,NA,NA,23,NA,NA,2,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19973","Lost Lake",NA,-60,NA,NA,1,43.68058,-97.060305,19973,NA,1,93,NA,8,8,1,NA,43,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,289,14.5,NA,NA,23,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26355","Oasis Pond",NA,-62,NA,NA,1,42.652685,-100.88399,26355,NA,NA,72,NA,4,9,NA,NA,84,9,89,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,120,41,6,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,18,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"106","Site 36 (Swain unpublished)",0,NA,NA,NA,NA,45.83,-90.62,106,NA,NA,50,NA,1,2,80,1,4,4,10,1,3,NA,NA,NA,NA,NA,NA,NA,2,3,119,NA,1,20,NA,NA,21,NA,NA,2,6,3,27,NA,7,NA,NA,9,30,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1295","JHMN12 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.583333,-112.75,1295,NA,NA,NA,2,60,31,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,153,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1322","JHMN39 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,47.966667,-102.033333,1322,NA,NA,10,1,151,15,1,NA,28,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,43,NA,NA,27,NA,NA,4,NA,NA,1,2,NA,2,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1323","JHMN40 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,47.966667,-101.733333,1323,NA,NA,10,NA,221,22,3,NA,21,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,33,NA,NA,37,NA,NA,3,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1346","JHMS26 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.583333,-102.45,1346,NA,NA,20,NA,148,53,NA,NA,39,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2071","Cut Knife Hill",0,NA,NA,NA,NA,52.841944,-108.883333,2071,NA,NA,1,NA,58,2,23,NA,14,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,84,NA,NA,18,NA,11,NA,NA,NA,9,NA,2,16,NA,13,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2322","Site 2 (Hall 1977)",0,NA,NA,NA,NA,36.39,-96.27,2322,NA,NA,94,NA,NA,NA,NA,7,NA,5,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,75,13,NA,NA,34,NA,1,103,NA,NA,1,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2520","Stations 66-69 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,50.83,-95.17,2520,NA,NA,NA,NA,22,20,43,NA,8,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,699,NA,NA,12,NA,NA,3,NA,NA,NA,2,3,51,NA,118,NA,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2526","Stations 87-88 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,51.05,-101.17,2526,NA,NA,NA,NA,63,20,122,NA,26,NA,26,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,6,216,NA,NA,40,NA,NA,11,NA,NA,31,NA,NA,136,NA,264,NA,NA,14,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2527","Katherine Lake",0,NA,NA,NA,NA,50.658,-99.89525,2527,NA,NA,NA,2,92,40,194,NA,14,NA,44,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,144,NA,NA,56,NA,NA,6,NA,NA,28,4,NA,58,NA,246,NA,NA,16,NA,NA,4,26,36,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2683","Eau Galle",0,NA,NA,NA,NA,44.7,-92,2683,1,6,106,NA,3,1,18,1,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,23,NA,2,47,NA,NA,70,NA,NA,13,17,1,NA,2,2,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,4,2,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
