".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"26347","Shell Shock Pond",NA,-62,NA,NA,1,43.903915,-102.270935,26347,NA,NA,13,NA,31,3,1,NA,43,15,79,NA,NA,NA,1,NA,NA,1,NA,NA,NA,150,66,4,NA,11,NA,1,8,NA,NA,1,2,NA,NA,NA,3,NA,1,11,NA,NA,NA,NA,4,1,3,NA,NA,4,NA,1,2,NA,NA,1,4,1,NA,1,1,NA,3,NA,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"657","Site 78 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,30.3,-89.83,657,NA,NA,11,NA,NA,10,NA,3,3,8,3,1,6,1,3,NA,NA,10,1,NA,14,19,165,1,NA,107,NA,1,55,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"912","GMM094",0,NA,NA,NA,NA,54.466667,-115.666667,912,NA,NA,NA,NA,13,3,52,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,320,NA,NA,4,NA,NA,NA,NA,NA,9,NA,1,24,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"916","GMM103",0,NA,NA,NA,NA,53.333333,-111.583333,916,NA,NA,NA,NA,60,2,53,NA,10,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,230,NA,NA,26,NA,4,NA,NA,NA,25,NA,1,26,NA,113,2,2,8,NA,NA,NA,4,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1312","JHMN29 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.916667,-108.133333,1312,NA,NA,4,NA,79,11,4,NA,41,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,87,NA,NA,56,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2522","Stations 77-81 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,53.75,-102.67,2522,NA,NA,NA,NA,31,18,176,NA,32,1,34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,28,267,NA,NA,34,NA,1,1,NA,NA,50,2,NA,105,NA,177,NA,1,19,NA,NA,3,2,20,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2544","Station 109 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,50.05,-105.05,2544,NA,NA,NA,NA,243,39,10,NA,186,1,66,NA,55,NA,NA,1,NA,NA,NA,NA,NA,15,148,NA,NA,139,NA,NA,1,NA,NA,14,7,NA,8,NA,12,NA,6,28,NA,1,3,NA,NA,1,8,NA,NA,NA,NA,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2679","Strum",0,NA,NA,NA,NA,44.554722,-91.392222,2679,NA,NA,54,NA,1,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,NA,NA,21,NA,NA,26,NA,NA,6,4,NA,61,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2749","Rock",0,NA,NA,NA,NA,43.081389,-88.931667,2749,NA,NA,95,NA,5,1,8,10,14,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,34,NA,NA,21,NA,NA,135,NA,NA,2,12,NA,3,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14140","Krieder Reservoir",7,-47,NA,NA,1,47.09593,-107.47632,14140,NA,NA,2,NA,42.5,10,4,NA,296.5,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,77,NA,NA,69,NA,NA,1,NA,NA,5,NA,0.5,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5,NA,NA,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14145","New Underwood Dam",NA,-54,NA,NA,1,44.107485,-102.841905,14145,NA,NA,32,5,31,6,NA,NA,43.5,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,99.5,2,NA,91,NA,NA,6,NA,NA,19,3,NA,NA,4,2,NA,2,4,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,8,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14392","Tallgrass 2 Pond",NA,-59,NA,NA,1,38.40737,-96.560305,14392,NA,NA,177,1,4,65,NA,2,80,35,17,NA,4,NA,4,NA,NA,NA,NA,NA,NA,17,6,NA,1,20,1,NA,35,NA,NA,10,23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,NA,14,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14396","Ferrell Upland Pond",NA,-59,NA,NA,1,37.580095,-96.542475,14396,NA,NA,262,NA,2,59,NA,6,34,13,13,NA,3,NA,24,NA,NA,NA,NA,NA,NA,16,10,NA,1,37,NA,NA,34,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14466","Unnamed Stock Dam",NA,-37,NA,NA,1,45.190535,-102.75903,14466,NA,NA,13,NA,96,6,1,NA,63,16,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,59.5,NA,NA,91,1,NA,5,NA,NA,1,1,2,NA,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,NA,1,NA,NA,NA,NA,6,NA,NA,1,NA,NA,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"21727","Gibbs Lake",NA,-60,NA,NA,1,42.782095,-89.18066,21727,NA,1,51,NA,NA,1,1,10,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,86,25,NA,NA,41,NA,9,86,NA,NA,6,10,NA,NA,NA,0.5,NA,NA,1,NA,NA,2,1,3,1,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26353","Aermo Pond",NA,-62,NA,NA,1,42.73046,-101.194555,26353,NA,NA,92,NA,6,8,NA,NA,65,15,43,NA,NA,NA,8,NA,4,NA,NA,NA,NA,274,52,NA,NA,9,NA,1,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,6,NA,NA,2,NA,1,12,NA,NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"38","Wardsg28",0,NA,NA,NA,NA,42.3,-89.93,38,NA,NA,10,NA,NA,1,5,31,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,2,12,8,NA,NA,152,NA,NA,60,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"50","English River",0,NA,NA,NA,NA,43.4,-90.5,50,NA,NA,52,NA,NA,3,NA,40,6,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1,16,NA,NA,69,NA,NA,85,NA,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"903","GMM078",0,NA,NA,NA,NA,54.333333,-111.166667,903,NA,NA,NA,NA,18,1,101,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,130,NA,NA,3,NA,NA,NA,NA,NA,12,NA,2,31,NA,280,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"920","GMM107",0,NA,NA,NA,NA,52.45,-116.166667,920,NA,NA,NA,NA,5,NA,8,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,420,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,7,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1335","JHMS15 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.166667,-107.25,1335,NA,NA,1,7,124,1,NA,NA,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,110,NA,NA,48,NA,1,NA,NA,NA,NA,NA,2,NA,NA,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1337","JHMS17 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.316667,-106.933333,1337,NA,NA,2,NA,100,13,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,217,NA,NA,76,NA,3,1,NA,NA,NA,NA,1,NA,NA,3,NA,NA,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1876","Pogonia Bog Pond",0,NA,NA,NA,NA,45.03503,-93.6305,1876,1,12,68,NA,6,9,13,2,25,2,26,NA,NA,2,NA,NA,NA,NA,NA,NA,18,55,7,1,1,85,NA,22,78,NA,NA,5,41,NA,NA,6,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,4,NA,5,NA,7,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2081","Tweedamuir",0,NA,NA,NA,NA,53.566667,-105.933333,2081,NA,NA,NA,NA,11,NA,35,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,41,NA,NA,5,NA,2,NA,NA,NA,5,NA,2,36,NA,55,NA,NA,33,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2279","K14 (Kapp 1965]",0,NA,NA,NA,NA,43.52,-91.95,2279,NA,NA,61,NA,NA,3,22,5,5,2,NA,NA,3,NA,NA,8,NA,NA,NA,NA,1,9,21,NA,NA,46,NA,NA,171,NA,NA,1,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2937","Rose 1a (Watts and Wright 1966)",0,NA,NA,NA,NA,43,-101.42,2937,NA,NA,96,NA,21,6,NA,NA,69,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,30,NA,NA,24,NA,NA,6,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3458","Site 1 (Heide unpublished)",0,NA,NA,NA,NA,47.13,-99.23,3458,NA,NA,4,NA,12,4,NA,NA,50,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,NA,NA,30,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3474","Ferndale Bog",0,NA,NA,NA,NA,34.405556,-95.808333,3474,NA,NA,NA,NA,NA,44,NA,9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8,70,NA,NA,18,NA,NA,64,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3539","Pogonia Bog Pond",0,NA,NA,NA,NA,45.03503,-93.6305,3539,7,15,72,NA,12,3,15,NA,15,4,15,NA,NA,NA,NA,1,NA,NA,NA,NA,11,35,11,NA,NA,47,NA,6,48,NA,NA,6,58,NA,9,10,NA,NA,2,27,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10405","Falcon Lake",NA,NA,NA,NA,NA,49.7004,-95.2408,10405,NA,NA,NA,2,32,34,50,NA,22,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,NA,NA,46,NA,1,20,NA,NA,4,2,4,74,NA,134,NA,NA,18,NA,NA,6,NA,30,4,6,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14417","Goode Pond",NA,-59,NA,NA,1,39.460005,-96.5371,14417,NA,NA,181,NA,2,35,1,6,138,17,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,31,7,NA,NA,49,NA,NA,13,NA,NA,12,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,2,NA,16,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14450","Lake Norden",NA,-35,NA,NA,1,44.596305,-97.19922,14450,NA,NA,91,NA,15,4,3,1,77,12,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,58,33.5,NA,NA,39,1,NA,14,NA,NA,7,4,NA,NA,8,NA,NA,1,30,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14451","Hamann Dam",NA,-37,NA,NA,1,46.52435,-103.401185,14451,NA,NA,10,1,58,4,NA,NA,68.5,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,49,NA,NA,62,NA,NA,1,NA,NA,2,4,NA,3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,1,NA,12,NA,NA,7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19916","Waggoner",NA,-60,NA,NA,1,44.078185,-101.655895,19916,NA,NA,25,NA,12,2,NA,NA,26,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,217,25,NA,NA,29,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19950","Goose",NA,-60,NA,NA,1,44.383135,-96.044625,19950,NA,NA,101,NA,4,2,1,2,37,NA,10,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,93,15,4,NA,47,NA,3,13,NA,NA,2,2,NA,NA,1,0.5,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26349","Smith Dam",NA,-62,NA,NA,1,44.263745,-100.285215,26349,NA,NA,25,NA,15,9,NA,NA,87,24,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,195,31,3,NA,1,NA,NA,9,NA,NA,NA,3,NA,2,4,NA,NA,NA,2,NA,2,NA,NA,2,1,1,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"41","Derinda",0,NA,NA,NA,NA,42.27,-90.08,41,NA,NA,18,NA,NA,4,NA,14,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,3,NA,NA,105,NA,NA,83,NA,NA,1,4,NA,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"54","Hokah",0,NA,NA,NA,NA,43.75,-91.47,54,NA,NA,110,NA,NA,6,4,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,21,NA,NA,195,NA,NA,31,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"598","Site 19 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,31.55,-91.2,598,NA,NA,45,NA,NA,7,1,3,3,7,31,NA,39,5,3,NA,NA,8,NA,NA,1,15,78,NA,2,1122,NA,NA,85,NA,NA,66,8,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2082","Waskesiu",0,NA,NA,NA,NA,53.833333,-106.066667,2082,NA,NA,NA,NA,7,2,27,NA,11,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,103,NA,NA,6,NA,NA,1,NA,NA,3,NA,NA,35,NA,38,93,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2521","Stations 70-76 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,53.75,-103.05,2521,NA,NA,NA,NA,22,7,112,NA,20,2,158,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,72,214,NA,NA,154,NA,NA,4,NA,NA,29,4,NA,94,NA,124,NA,NA,33,NA,1,2,3,6,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2530","Station 94 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,54.67,-107.05,2530,NA,NA,NA,NA,15,4,64,NA,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,513,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,31,NA,339,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
